,dt,exchangetimestamp,product,openinterest,clearedvolume
13027,2022-03-15,2022-03-15 09:36:18.550861303 America/New_York,ESM3,10,0
13028,2022-03-15,2022-03-15 09:36:18.550861303 America/New_York,ESU2,2779,460
13029,2022-03-15,2022-03-15 09:36:18.550861303 America/New_York,ESZ2,8085,46
13030,2022-03-15,2022-03-15 09:36:18.550861303 America/New_York,ESZ3,1038,0
13031,2022-03-15,2022-03-15 09:36:18.550861303 America/New_York,ESZ4,500,0
13032,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESH2,728033,1085846
13033,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESH3,270,0
13034,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESM2,1873490,2054335
13035,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESM3,10,0
13036,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESU2,3092,719
13037,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESZ2,8068,48
13038,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESZ3,1038,0
13039,2022-03-16,2022-03-15 21:50:53.429119871 America/New_York,ESZ4,500,0
13040,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESH2,692396,1085846
13041,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESH3,270,0
13042,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESM2,1877385,2054335
13043,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESM3,10,0
13044,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESU2,3092,719
13045,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESZ2,8068,48
13046,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESZ3,1038,0
13047,2022-03-16,2022-03-16 09:44:50.082770623 America/New_York,ESZ4,500,0
13048,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESH2,512637,722600
13049,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESH3,271,1
13050,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESM2,2063611,1980647
13051,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESM3,10,0
13052,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESU2,3474,1170
13053,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESZ2,8067,3
13054,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESZ3,1038,0
13055,2022-03-17,2022-03-16 21:44:41.121720819 America/New_York,ESZ4,500,0
13056,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESH2,503805,722600
13057,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESH3,271,1
13058,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESM2,2067091,1980647
13059,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESM3,10,0
13060,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESU2,3454,1170
13061,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESZ2,8067,3
13062,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESZ3,1038,0
13063,2022-03-17,2022-03-17 09:44:01.187842359 America/New_York,ESZ4,500,0
13064,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESH2,434560,434642
13065,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESH3,271,0
13066,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESM2,2106807,1442645
13067,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESM3,10,0
13068,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESU2,3654,927
13069,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESZ2,8097,50
13070,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESZ3,1038,0
13071,2022-03-18,2022-03-17 21:23:05.621986119 America/New_York,ESZ4,500,0
13072,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESH2,429532,434642
13073,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESH3,271,0
13074,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESM2,2105427,1442645
13075,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESM3,10,0
13076,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESU2,3654,927
13077,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESZ2,8067,50
13078,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESZ3,1038,0
13079,2022-03-18,2022-03-18 09:49:46.684069769 America/New_York,ESZ4,500,0
13080,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESH3,271,3
13081,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESM2,2102417,1405299
13082,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESM3,10,0
13083,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESU2,4176,3048
13084,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESZ2,8082,360
13085,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESZ3,1038,0
13086,2022-03-20,2022-03-20 13:30:37.200531021 America/New_York,ESZ4,500,0
13087,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESH3,271,3
13088,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESM2,2100441,1405299
13089,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESM3,10,0
13090,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESU2,4175,3048
13091,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESZ2,8082,360
13092,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESZ3,1038,0
13093,2022-03-21,2022-03-21 09:24:06.544749621 America/New_York,ESZ4,500,0
13094,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESH3,274,7
13095,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESM2,2113324,1375090
13096,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESM3,10,0
13097,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESU2,4538,1732
13098,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESZ2,8104,34
13099,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESZ3,1038,0
13100,2022-03-22,2022-03-21 21:19:32.261114859 America/New_York,ESZ4,500,0
13101,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESH3,274,7
13102,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESM2,2110528,1375090
13103,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESM3,10,0
13104,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESU2,4538,1732
13105,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESZ2,8104,34
13106,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESZ3,1038,0
13107,2022-03-22,2022-03-22 09:23:00.225842475 America/New_York,ESZ4,500,0
13108,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESH3,274,1
13109,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESM2,2097169,1205860
13110,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESM3,10,0
13111,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESU2,5077,1481
13112,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESZ2,8091,144
13113,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESZ3,1038,0
13114,2022-03-23,2022-03-22 21:52:08.114689897 America/New_York,ESZ4,500,0
13115,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESH3,274,1
13116,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESM2,2096702,1205860
13117,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESM3,10,0
13118,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESU2,5077,1481
13119,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESZ2,8086,144
13120,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESZ3,1038,0
13121,2022-03-23,2022-03-23 09:29:55.180977681 America/New_York,ESZ4,500,0
13122,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESH3,274,0
13123,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESM2,2097110,1336967
13124,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESM3,10,0
13125,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESU2,5212,2210
13126,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESZ2,8115,42
13127,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESZ3,1038,0
13128,2022-03-24,2022-03-23 21:23:24.016974243 America/New_York,ESZ4,500,0
13129,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESH3,274,0
13130,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESM2,2096361,1336967
13131,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESM3,10,0
13132,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESU2,5312,2210
13133,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESZ2,8115,42
13134,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESZ3,1038,0
13135,2022-03-24,2022-03-24 09:20:24.476308659 America/New_York,ESZ4,500,0
13136,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESH3,270,92
13137,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESM2,2087995,1221569
13138,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESM3,11,1
13139,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESU2,6752,2905
13140,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESZ2,8086,166
13141,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESZ3,1038,0
13142,2022-03-25,2022-03-24 21:22:12.744058467 America/New_York,ESZ4,500,0
13143,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESH3,270,92
13144,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESM2,2085482,1221569
13145,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESM3,11,1
13146,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESU2,6765,2905
13147,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESZ2,8086,166
13148,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESZ3,1038,0
13149,2022-03-25,2022-03-25 09:23:39.976631617 America/New_York,ESZ4,500,0
13150,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESH3,270,117
13151,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESM2,2085272,1251078
13152,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESM3,11,0
13153,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESU2,7313,1726
13154,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESZ2,8138,79
13155,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESZ3,1038,0
13156,2022-03-27,2022-03-27 13:30:37.171824963 America/New_York,ESZ4,500,0
13157,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESH3,270,117
13158,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESM2,2087501,1251078
13159,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESM3,11,0
13160,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESU2,7311,1726
13161,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESZ2,8138,79
13162,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESZ3,1038,0
13163,2022-03-28,2022-03-28 09:24:02.214376035 America/New_York,ESZ4,500,0
13164,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESH3,271,8
13165,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESM2,2090039,1182527
13166,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESM3,11,0
13167,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESU2,7442,1683
13168,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESZ2,8141,14
13169,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESZ3,1038,0
13170,2022-03-29,2022-03-28 21:45:36.048709123 America/New_York,ESZ4,500,0
13171,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESH3,271,8
13172,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESM2,2089312,1182527
13173,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESM3,11,0
13174,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESU2,7442,1683
13175,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESZ2,8141,14
13176,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESZ3,1038,0
13177,2022-03-29,2022-03-29 10:03:19.195895783 America/New_York,ESZ4,500,0
13178,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESH3,269,22
13179,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESM2,2105328,1353683
13180,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESM3,11,0
13181,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESU2,7471,2890
13182,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESZ2,8147,34
13183,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESZ3,1038,0
13184,2022-03-30,2022-03-29 21:19:31.597717243 America/New_York,ESZ4,500,0
13185,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESH3,269,22
13186,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESM2,2102613,1353683
13187,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESM3,11,0
13188,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESU2,7471,2890
13189,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESZ2,8147,34
13190,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESZ3,1038,0
13191,2022-03-30,2022-03-30 09:39:59.132300315 America/New_York,ESZ4,500,0
13192,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESH3,269,1
13193,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESM2,2114501,1206203
13194,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESM3,11,0
13195,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESU2,8662,2207
13196,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESZ2,8171,71
13197,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESZ3,1038,0
13198,2022-03-31,2022-03-30 21:18:40.953874029 America/New_York,ESZ4,500,0
13199,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESH3,269,1
13200,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESM2,2111393,1206203
13201,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESM3,11,0
13202,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESU2,8662,2207
13203,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESZ2,8171,71
13204,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESZ3,1038,0
13205,2022-03-31,2022-03-31 10:09:46.054739569 America/New_York,ESZ4,500,0
13206,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESH3,300,61
13207,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESM2,2110570,1650667
13208,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESM3,11,1
13209,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESU2,8840,2107
13210,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESZ2,8203,187
13211,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESZ3,1038,0
13212,2022-04-01,2022-03-31 22:07:52.017498841 America/New_York,ESZ4,500,0
13213,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESH3,300,61
13214,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESM2,2094973,1650667
13215,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESM3,11,1
13216,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESU2,8840,2107
13217,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESZ2,8203,187
13218,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESZ3,1038,0
13219,2022-04-01,2022-04-01 10:07:53.271552377 America/New_York,ESZ4,500,0
13220,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESH3,459,159
13221,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESM2,2097967,1441126
13222,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESM3,11,0
13223,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESU2,8805,2064
13224,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESZ2,8431,479
13225,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESZ3,1038,0
13226,2022-04-03,2022-04-03 13:30:31.739735259 America/New_York,ESZ4,500,0
13227,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESH3,459,159
13228,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESM2,2099129,1441126
13229,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESM3,11,0
13230,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESU2,8805,2064
13231,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESZ2,8431,479
13232,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESZ3,1038,0
13233,2022-04-04,2022-04-04 09:20:34.618034033 America/New_York,ESZ4,500,0
13234,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESH3,499,40
13235,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESM2,2100758,1025558
13236,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESM3,11,0
13237,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESU2,8870,854
13238,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESZ2,8428,31
13239,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESZ3,1038,0
13240,2022-04-05,2022-04-04 21:15:24.286484061 America/New_York,ESZ4,500,0
13241,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESH3,499,40
13242,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESM2,2094991,1025558
13243,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESM3,11,0
13244,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESU2,8868,854
13245,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESZ2,8428,31
13246,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESZ3,1038,0
13247,2022-04-05,2022-04-05 09:20:25.290950177 America/New_York,ESZ4,500,0
13248,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESH3,499,0
13249,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESM2,2103439,1303877
13250,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESM3,11,0
13251,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESU2,9200,2220
13252,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESZ2,8429,16
13253,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESZ3,1038,0
13254,2022-04-06,2022-04-05 21:24:12.728300605 America/New_York,ESZ4,500,0
13255,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESH3,499,0
13256,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESM2,2102680,1303877
13257,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESM3,11,0
13258,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESU2,9200,2220
13259,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESZ2,8429,16
13260,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESZ3,1038,0
13261,2022-04-06,2022-04-06 09:32:48.404555937 America/New_York,ESZ4,500,0
13262,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESH3,528,29
13263,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESM2,2104739,1803684
13264,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESM3,11,0
13265,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESU2,9806,2335
13266,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESZ2,8779,384
13267,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESZ3,1038,0
13268,2022-04-07,2022-04-06 21:25:33.235948097 America/New_York,ESZ4,500,0
13269,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESH3,528,29
13270,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESM2,2099349,1803684
13271,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESM3,11,0
13272,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESU2,9801,2335
13273,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESZ2,8779,384
13274,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESZ3,1038,0
13275,2022-04-07,2022-04-07 09:21:05.321590289 America/New_York,ESZ4,500,0
13276,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESH3,528,0
13277,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESM2,2100870,1446250
13278,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESM3,11,0
13279,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESU2,9988,1984
13280,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESZ2,8632,161
13281,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESZ3,1038,0
13282,2022-04-08,2022-04-07 21:33:24.242021037 America/New_York,ESZ4,500,0
13283,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESH3,528,0
13284,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESM2,2098845,1446250
13285,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESM3,11,0
13286,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESU2,9985,1984
13287,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESZ2,8632,161
13288,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESZ3,1038,0
13289,2022-04-08,2022-04-08 10:13:27.917877831 America/New_York,ESZ4,500,0
13290,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESH3,528,0
13291,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESM2,2098619,1358450
13292,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESM3,11,0
13293,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESU2,11257,2738
13294,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESZ2,8634,4
13295,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESZ3,1038,0
13296,2022-04-10,2022-04-10 13:30:33.467830813 America/New_York,ESZ4,500,0
13297,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESH3,528,0
13298,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESM2,2096701,1358450
13299,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESM3,11,0
13300,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESU2,11257,2738
13301,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESZ2,8634,4
13302,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESZ3,1038,0
13303,2022-04-11,2022-04-11 09:20:04.081034445 America/New_York,ESZ4,500,0
13304,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESH3,528,0
13305,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESM2,2124239,1431371
13306,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESM3,11,0
13307,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESU2,11732,1745
13308,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESZ2,8634,11
13309,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESZ3,1038,0
13310,2022-04-12,2022-04-11 21:23:42.843707611 America/New_York,ESZ4,500,0
13311,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESH3,528,0
13312,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESM2,2122426,1431371
13313,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESM3,11,0
13314,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESU2,11732,1745
13315,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESZ2,8634,11
13316,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESZ3,1038,0
13317,2022-04-12,2022-04-12 09:33:19.750769589 America/New_York,ESZ4,500,0
13318,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESH3,588,120
13319,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESM2,2134803,1739771
13320,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESM3,187,0
13321,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESU2,12554,2811
13322,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESZ2,8636,83
13323,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESZ3,1038,0
13324,2022-04-13,2022-04-12 21:20:17.050684687 America/New_York,ESZ4,500,0
13325,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESH3,588,120
13326,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESM2,2133464,1739771
13327,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESM3,187,0
13328,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESU2,12554,2811
13329,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESZ2,8636,83
13330,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESZ3,1038,0
13331,2022-04-13,2022-04-13 09:26:11.278352079 America/New_York,ESZ4,500,0
13332,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESH3,588,0
13333,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESM2,2152302,1254348
13334,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESM3,187,0
13335,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESU2,12612,1470
13336,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESZ2,8636,27
13337,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESZ3,1038,0
13338,2022-04-14,2022-04-13 21:20:42.730783947 America/New_York,ESZ4,500,0
13339,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESH3,588,0
13340,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESM2,2150534,1254348
13341,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESM3,11,0
13342,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESU2,12608,1470
13343,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESZ2,8636,27
13344,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESZ3,1038,0
13345,2022-04-14,2022-04-14 09:58:24.563500709 America/New_York,ESZ4,500,0
13346,2022-04-15,2022-04-14 21:20:40.813718601 America/New_York,ESH3,588,1
